document;siape;das;context
PORTARIA IPEA Nº 42, DE 13 DE MARÇO DE 2024Nº 42;;;Autorizar o Afastamento do País do servidor Alexandre dos Santos Cunha, matrícula SIAPE nº XX033XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício no Gabinete, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar do Encontro de Soluções Globais, realizado pela Fundação da Iniciativa de Soluções Globais - GSI, em Berlim/Alemanha, no período de 04 a 09 de maio de 2024, incluído trânsito, com ônus.
PORTARIA IPEA Nº 44, DE 13 DE MARÇO DE 2024Nº 44;;;"Autorizar o Afastamento do País do servidor Carlos Eduardo Lampert Costa, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, matrícula SIAPE nº XX277XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar de Workshop denominado ""Mesa para a Efetividade no Desenvolvimento"", em Lima/Peru, no período de 17 a 23 de março de 2024, incluído trânsito, com ônus limitado."
PORTARIA IPEA Nº 43, DE 13 DE MARÇO DE 2024Nº 43;;;Designar o servidor MOISÉS HENRIQUE CASTRO DA SILVA, Matrícula SIAPE nº XX539XX, para exercer a Função Comissionada de Coordenador de Infraestrutura de Tecnologia da Informação - COTEC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 13 DE MARÇO DE 2024Nº 45;;;Nº 45 - Dispensar a servidora FABÍOLA SULPINO VIEIRA, Matrícula SIAPE nº XX357XX, do encargo de substituta eventual do Coordenador-Geral de Estudos e Políticas Sociais - CGSOC, código FCE 1.13, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 13 DE MARÇO DE 2024Nº 46;;;Nº 46 - Designar o servidor ANDRÉ GAMBIER CAMPOS, Matrícula SIAPE nº XX594XX, para o encargo de substituto eventual do Coordenador-Geral de Estudos e Políticas Sociais - CGSOC, código FCE 1.13, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais do titular.
PORTARIA MGI Nº 1.572, DE 13 DE MARÇO DE 2024Nº 1;['SIAPE nº 1282036'];;Art. 1º Autorizar a prorrogação do afastamento para servir em organismo internacional do servidor SERGEI SUAREZ DILLON, matrícula SIAPE nº 1282036, ocupante do cargo de Técnico de Planejamento e Pesquisa do quadro de pessoal do Instituto de Pesquisa Econômica Aplicada - IPEA, para continuar a exercer o cargo de Economista do Trabalho no Departamento de Condições de Trabalho e Igualdade da Organização Internacional do Trabalho - OIT, em Genebra, na Suíça, até 31 de dezembro de 2025, com perda total da remuneração.
PORTARIA IPEA Nº 47, DE 15 DE MARÇO DE 2024Nº 47;;;Autorizar o Afastamento do País do servidor André de Mello e Souza, matrícula Siape nº XX046XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais - Dinte, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar da 65ª Convenção Anual da Associação de Estudos Internacionais (ISA): Colocando a Relacionalidade no Centro de Estudos Internacionais, em São Francisco - Califórnia/EUA, no período de 1 a 7 de abril de 2024, incluído trânsito, com ônus limitado
PORTARIA DIDES Nº 46, DE 15 DE MARÇO DE 2024Nº 46;;;Conceder aposentadoria por incapacidade permanente para o trabalho ao servidor MAURO ROBERTO DA SILVA, Auxiliar de Serviços Gerais, AX-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE nº XX700X, com fundamento no art. 10, § 1º, inciso II, e art. 26 da Emenda Constitucional n.º 103, publicada no DOU de 13 de novembro de 2019, declarando em decorrência a extinção do cargo (Processo n.º 03001.001071/2024-93)
PORTARIA IPEA Nº 49, DE 19 DE MARÇO DE 2024Nº 49;;;Art. 1º Ceder o servidor CARLOS OCTAVIO OCKE REIS, Matrícula SIAPE nº XX820XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer o cargo comissionado de Assistente Parlamentar Intermediário, código AP-10, no Senado Federal.
PORTARIA IPEA Nº 51, DE 26 DE MARÇO DE 2024Nº 51;;;Autorizar o Afastamento do País da servidora Enid Rocha Andrade da Silva, matrícula Siape nº XX766XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Sociais (Disoc), do Instituto de Pesquisa Econômica Aplicada (Ipea), a fim de participar da Sétima Reunião do Foro dos Países da América Latina e do Caribe sobre Desenvolvimento Sustentável, em Santiago/Chile, no período de 15 a 19 de abril de 2024, incluído trânsito, com ônus.
PORTARIA IPEA Nº 52, DE 22 DE MARÇO DE 2024Nº 52;;;Designar o servidor CARLOS HENRIQUE LEITE CORSEUIL, Matrícula SIAPE n.º XX832XX, para, excepcionalmente, em virtude de ausência do titular e férias do substituto, responder pelas atribuições de Presidente, código CCE 1.17, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 17 a 20 de abril de 2024.
PORTARIA IPEA Nº 53, DE 27 DE MARÇO DE 2024Nº 53;;;Autorizar o Afastamento do País do servidor Fábio Véras Soares, ocupante do cargo de Técnico de Planejamento e Pesquisa, Diretor de Estudos Internacionais - Dinte, matrícula Siape nº XX990XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar das Reuniões de Primavera do Fundo Monetário Internacional (FMI) e Banco Mundial (BM), em Washington/EUA, no período de 14 a 20 de abril de 2024, incluído trânsito, com ônus.
PORTARIA IPEA Nº 54, DE 28 DE MARÇO DE 2024Nº 54;;;Dispensar, a pedido, o servidor JOSÉ SEBASTIAO CHAVES DOS SANTOS, matrícula SIAPE nº XX336XX, da Função Comissionada de Ouvidor, código FCE 1.10, do Instituto de Pesquisa Econômica Aplicada - IPEA, a partir de 1º de abril de 2024.
PORTARIA IPEA Nº 55, DE 3 DE ABRIL DE 2024Nº 55;;;Autorizar o Afastamento do País do servidor Alexandre Xavier Ywata de Carvalho, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Macroeconômicas - Dimac, matrícula Siape nº **005**, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar da reunião de definição de escopo com o programa C3A e instituições parceiras brasileiras para um projeto de modelagem relevante para políticas em parceria com o Ministério das Finanças do Brasil e 1º Fórum sobre Macroeconomia das Transições Verdes, em Washington/EUA, no período de 17 a 25 de abril de 2024, incluído trânsito, com ônus limitado.
PORTARIA IPEA Nº 56, DE 3 DE ABRIL DE 2024Nº 56;;;Autorizar o Afastamento do País do servidor Claudio Roberto Amitrano, ocupante do cargo de Técnico de Planejamento e Pesquisa, Diretor de Estudos e Políticas Macroeconômicas - Dimac, matrícula Siape nº XX054XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar de Reunião de definição de escopo com o programa C3A e instituições parceiras brasileiras para um projeto de modelagem relevante para políticas em parceria com o Ministério das Finanças do Brasil, do 1º Fórum sobre Macroeconomia das Transições Verdes e de Reunião Iniciativa de Modelagem Macroeconômica Verde (GMMI), em Washington/EUA, no período de 17 a 26 de abril de 2024, incluído trânsito, com ônus limitado.
PORTARIA IPEA Nº 57, DE 5 DE ABRIL DE 2024Nº 57;;;Designar o servidor LEÔNIDAS PIRES NETO, matrícula SIAPE nº XX968XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições de Ouvidor do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 08 de abril a 27 de junho de 2024.
PORTARIA DIDES Nº 50, DE 8 DE ABRIL DE 2024Nº 50;;;Conceder aposentadoria por incapacidade permanente para o trabalho ao servidor JURACY FERREIRA, Auxiliar de Serviços Gerais, AX-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE nº XX769X, com fundamento no art. 10, § 1º, inciso II, e art. 26 da Emenda Constitucional n.º 103, publicada no DOU de 13 de novembro de 2019, declarando em decorrência a extinção do cargo (Processo n.º 03001.001259/2024-31)
PORTARIA IPEA Nº 58, DE 9 DE ABRIL DE 2024Nº 58;;;Art. 1º Ceder o servidor SANDRO PEREIRA SILVA, Matrícula SIAPE nº XX520XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer o Cargo Comissionado de Diretor do Departamento de Gestão de Fundos, código CCE 1.15, da Secretaria de Proteção ao Trabalhador do Ministério do Trabalho e Emprego.
PORTARIA IPEA Nº 60, DE 15 DE ABRIL DE 2024Nº 60;;;"Autorizar o Afastamento do País do servidor Pedro Silva Barros, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais - Dinte, matrícula Siape nº XX050XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar da Feira Internacional do Livro de Bogotá, que homenageia o Brasil, e do lançamento do livro ""Uma Nova Agenda de Infraestrutura para a América do Sul"", em Bogotá/Colômbia, no período de 16 a 19 de abril de 2024, incluído trânsito, com ônus limitado para o Ipea."
PORTARIA DE PESSOAL Nº 701, DE 15 DE ABRIL DE 2024Nº 701;;;Art. 1º Instituir Grupo de Trabalho com a finalidade de elaboração de Parecer de Extração Não Prejudicial (Non-Detriment Findings - NDF em inglês) para as espécies madeireiras dos gêneros Handroanthus, Tabebuia, Dipteryx e Cedrela, incluídas no anexo II da Convenção sobre o Comércio Internacional de Espécies da Fauna e Flora Selvagens em Perigo de Extinção - CITES, oriundas de exploração de florestas nativas, de maneira a subsidiar decisão das Autoridades Científicas do Brasil na exportação de produtos madeireiros destas espécies.
PORTARIA IPEA Nº 64, DE 17 DE ABRIL DE 2024Nº 64;;;Nomear GISELE AMARAL DE SOUZA, CPF nº XXX.671.507-XX, para exercer o Cargo Comissionado de Coordenadora-Geral de Imprensa e Comunicação Social - CGCOM, código CCE 1.13, do Gabinete da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 73, DE 19 DE ABRIL DE 2024Nº 73;;;Designar o servidor PAULO AUGUSTO MEYER MATTOS NASCIMENTO, Matrícula SIAPE nº XX049XX, para exercer a função comissionada de Coordenador de Educação - COEDU, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 72, DE 19 DE ABRIL DE 2024Nº 72;;;Designar o servidor ANDRE GAMBIER CAMPOS, Matrícula SIAPE nº XX594XX, para exercer a função comissionada de Coordenador de Trabalho e Desenvolvimento Rural - COTRA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 70, DE 19 DE ABRIL DE 2024Nº 70;;;Dispensar, a contar de 11 de abril de 2024, o servidor SANDRO PEREIRA SILVA, Matrícula SIAPE n° XX520XX, da função comissionada de Coordenador de Trabalho e Desenvolvimento Rural - COTRA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 71, DE 19 DE ABRIL DE 2024Nº 71;;;Dispensar o servidor ANDRE GAMBIER CAMPOS, Matrícula SIAPE n° XX594XX, da função comissionada de Coordenador de Educação - COEDU, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Sociais - CGSOC, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 18 DE ABRIL DE 2024Nº 65;;;Nº 65 - Dispensar o servidor RAIMUNDO DA ROCHA, Matrícula SIAPE nº XX651XX, do encargo de substituto eventual do Chefe de Gabinete, código CCE 1.13, da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 18 DE ABRIL DE 2024Nº 66;;;Nº 66 - Designar o servidor RAIMUNDO DA ROCHA, Matrícula SIAPE nº XX651XX, para o encargo de substituto eventual da Auditora Chefe da Auditoria Interna - AUDIN, código FCE 1.10, da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 18 DE ABRIL DE 2024Nº 67;;;Nº 67 - Designar a servidora SHEILA CRISTINA TOLENTINO BARBOSA, Matrícula SIAPE nº XX009XX, para o encargo de substituta eventual do Chefe de Gabinete, código CCE 1.13, da Presidência, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
DESPACHOS DE 24 DE ABRIL DE 2024Nº 23081;;;"CARLO SCHMIDT, PROFESSOR DO MAGISTÉRIO SUPERIOR do DEPARTAMENTO DE EDUCACAO ESPECIAL, de 25 de maio de 2024 à 02 de junho de 2024, para realizar Afastamento Eventual para viagem a trabalho na instituição Ministério da Educação de Luanda, em Angola/Angola com ônus para Agência Brasileira de Cooperação (Diárias) 27/05/2024 - 31/05/2024; com ônus para Agência Brasileira de Cooperação (Passagens) 26/05/2024 - 31/05/2024; (Processo Nº 23081.052166/2024-30)."
DESPACHOS DE 24 DE ABRIL DE 2024Nº 901;;;LUCIANO SCHUCH
DESPACHOS DE 24 DE ABRIL DE 2024Nº 908;;;PORTARIA DE PESSOAL UFSM Nº 901, DE 22 DE ABRIL DE 2024
PORTARIA DIDES Nº 64, DE 24 DE ABRIL DE 2024Nº 64;;;Conceder aposentadoria voluntária ao servidor Ronaldo Pereira do Nascimento, Auxiliar Administrativo, AA-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE n.º xx771xx, com fundamento no art. 20, § 2º, da Emenda Constitucional n.º 103, de 12 de novembro de 2019, declarando em decorrência vacância do cargo (processo n.º 03001.001000/2024-91).
PORTARIA DIDES Nº 67, DE 25 DE ABRIL DE 2024Nº 67;;;Conceder aposentadoria voluntária ao servidor DEROCI FONSECA COELHO, Auxiliar Administrativo, AA-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE nº XX921XX, com fundamento no art. 20, §2º, da Emenda Constitucional nº 103, de 12 de novembro de 2019, declarando em decorrência a vacância do cargo. (Processo n.º 03001.001477/2024-76).
PORTARIA DIDES Nº 65, DE 25 DE ABRIL DE 2024Nº 65;;;Conceder aposentadoria voluntária à servidora JEÍZA PEREIRA DE OLIVEIRA, Auxiliar Administrativo, AA-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE nº XX922XX, com fundamento no art. 20, §2º, da Emenda Constitucional nº 103, de 12 de novembro de 2019, declarando em decorrência a vacância do cargo. (Processo n.º 03001.001463/2024-52).
PORTARIA DIDES Nº 66, DE 25 DE ABRIL DE 2024Nº 66;;;Conceder aposentadoria voluntária à servidora ELEM LOPES ALVES, Auxiliar Administrativo, AA-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE nº XX755XX, com fundamento no art. 20, §2º, da Emenda Constitucional nº 103, de 12 de novembro de 2019, declarando em decorrência a vacância do cargo. (Processo n.º 03001.001462/2024-16.
PORTARIA IPEA Nº 75, DE 24 DE ABRIL DE 2024Nº 75;;;Art. 1º Fica instituída a Banca Examinadora do Concurso Público para avaliação multiprofissional dos candidatos que se declararam com deficiência, em atendimento ao disposto no subite 3.2.1.1 do Edital Retificador n.º 4/IPEA, de 2 de janeiro de 2024.
PORTARIA IPEA Nº 77, DE 2 DE MAIO DE 2024Nº 77;;;Tornar sem efeito a Portaria nº 35, de 05 de março de 2024, publicada no Diário Oficial da União no dia 07 de março de 2024, seção 2, página 44, que trata da autorização do afastamento do País, do servidor Fabio Veras Soares.
PORTARIA IPEA Nº 78, DE 2 DE MAIO DE 2024Nº 78;;;"Autorizar o Afastamento do País do servidor Fábio Veras Soares , ocupante do cargo de Técnico de Planejamento e Pesquisa, Diretor de Estudos Internacionais (Dinte), matrícula Siape nº XX990XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar do Encontro de Soluções Globais, realizado pela Fundação da Iniciativa de Soluções Globais - GSI, em Berlim/Alemanha e do Workshop ""Incorporating social, economic and other human dimensions within fishery managament decision making"", realizado pela Organização das Nações Unidas para a Alimentação e a Agricultura (FAO), em Roma/Itália, no período de 04 a 11 de maio de 2024, incluído trânsito, com ônus limitado."
PORTARIA IPEA Nº 76, DE 2 DE MAIO DE 2024Nº 76;;;Autorizar o Afastamento do País do servidor Walter Antonio Desidera Neto, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais (Dinte), matrícula Siape nº XX157XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar do 16º Fórum Acadêmico do BRICS e da reunião do BRICS Think Tank Council (BTCC) onde será finalizada as recomendações dos Think Tanks do Conselho aos líderes, em Moscou/Rússia, no período de 19 a 26 de maio de 2024, incluído trânsito, com ônus.
PORTARIA IPEA Nº 79, DE 3 DE MAIO DE 2024Nº 79;;;Autorizar o Afastamento do País do servidor José Eustáquio Ribeiro Vieira Filho, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Regionais, Urbanos e Ambientais (Dirur), matrícula Siape nº **029**, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar na 28ª Conferência anual do ICABR - International Consortium on Applied Bioeconomy Research, em Ravello/Itália, no período de 08 a 16 de junho de 2024, incluído trânsito, com ônus limitado.
PORTARIAS DE 9 DE MAIO DE 2024Nº 459;['SIAPE nº 2288881'];;Nº 459 Art. 1º DISPENSAR do Cargo (CD-02) de Pró-Reitor(a) de Planejamento e Gestão Estratégica - PROPLAN, o(a) servidor(a) ROMILSON MARQUES CABRAL, Matrícula SIAPE nº 2288881, do Quadro Único de Pessoal desta Universidade, a partir de 13/05/2024, conforme Despacho nº 1200/2024-GR-UFRPE, de 07/05/2024, constante no Processo mencionado.
PORTARIAS DE 9 DE MAIO DE 2024Nº 473;;;Art. 2º Em decorrência, a partir da mesma data, revogar os efeitos da Portaria GR/UFRPE nº 316/2024, de 05/04/2024, publicada no Diário Oficial da União de 08/04/2024, Seção 2, página 31, que designou o(a) supracitado(a) servidor(a) para o referido cargo. (Processo UFRPE nº 23082.003908/2024-93)
PORTARIAS DE 9 DE MAIO DE 2024Nº 475;['SIAPE nº 0383739'];;Nº 473 Art. 1º DISPENSAR da Função (FG-01) de Coordenador(a) de Gestão de Programas de Pesquisa e da Produção Científica e Tecnológica - CGPROD.NUPESQ, o(a) servidor(a) SEVERINO HENRIQUE DA COSTA, Matrícula SIAPE nº 0383739, do Quadro Único de Pessoal desta Universidade, a partir de 01/05/2024, conforme Despacho nº 1228/2024-GR-UFRPE, de 08/05/2024, constante no Processo mencionado.
PORTARIAS DE 9 DE MAIO DE 2024Nº 476;;;Art. 2º Em decorrência, a partir da mesma data, revogar os efeitos da Portaria GR/UFRPE nº 985/2022, de 22/08/2022, publicada no Diário Oficial da União de 23/08/2022, Seção 02, página 31, que designou o(a) supracitado(a) servidor(a) para a referida função. (Processo UFRPE nº 23082.009304/2024-51)
PORTARIA IPEA Nº 81, DE 8 DE MAIO DE 2024Nº 81;;;Autorizar o Afastamento do País do servidor André de Mello e Souza, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais (Dinte), matrícula Siape nº XX046XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar das primeiras reuniões do Fórum Internacional sobre TOSSD (Total Official Support for Sustainable Development), em Oslo/Noruega, no período de 19 a 26 de maio de 2024, incluído trânsito, com ônus.
PORTARIA GM/MGI Nº 3.162, DE 9 DE MAIO DE 2024Nº 3;;;considerando o OFÍCIO SEI N° 0609549/2024/PRESI/IPEA, de 15 de abril de 2024, pelo qual o Presidente do Instituto de Pesquisa Econômica Aplicada substituto - Ipea solicita a alteração do representante designado pelo Ipea como responsável para dar cumprimento ao disposto na cláusula terceira, alínea c, do Acordo de Cooperação Técnica nº 145/2023, resolve:
PORTARIAS DE 9 DE MAIO DE 2024Nº 465;['SIAPE nº 1701748'];;Nº 465 Art. 1º DISPENSAR do Cargo (CD-03) de Diretor(a) do Instituto de Inovação, Pesquisa, Empreendedorismo, Internacionalização e Relações Institucionais - IPÊ, o(a) servidor(a) RICARDO ANDRE CAVALCANTE DE SOUZA, Matrícula SIAPE nº 1701748, do Quadro Único de Pessoal desta Universidade, a partir de 06/05/2024, conforme Despacho nº 1228/2024-GR-UFRPE, de 08/05/2024, constante no Processo mencionado.
PORTARIAS DE 9 DE MAIO DE 2024Nº 467;;;Art. 2º Em decorrência, a partir da mesma data, revogar os efeitos da Portaria GR/UFRPE nº 531/2020, de 03/07/2020, publicada no Diário Oficial da União de 06/07/2020, Seção 2, página 23, que designou o(a) supracitado(a) servidor(a) para o referido cargo. (Processo UFRPE nº 23082.009304/2024-51)
PORTARIA IPEA Nº 85, DE 14 DE MAIO DE 2024Nº 85;;;"Autorizar o Afastamento do País da servidora Natália Massaco Koga, ocupante do cargo de Especialista em Políticas Públicas e Gestão Governamental (EPPGG), em exercício na Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia (Diest), matrícula Siape nº XX594XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar do IWPP4 - International Workshops on Public Policy 4, onde apresentará o trabalho ""Recursos e uso de conhecimento em contextos de limitada institucionalização do aconselhamento de políticas públicas"", no workshop Utilização de conhecimento e aconselhamento de políticas públicas, em Guadalajara/México, no período de 24 a 29 de junho de 2024, incluído trânsito, com ônus limitado."
PORTARIA IPEA Nº 84, DE 14 DE MAIO DE 2024Nº 84;;;"Autorizar o Afastamento do País da servidora Denise do Carmo Direito, ocupante do cargo de Especialista em Políticas Públicas e Gestão Governamental (EPPGG), em exercício na Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia (Diest), matrícula Siape nº **550**, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar do IWPP4 - International Workshops on Public Policy 4, onde apresentará o trabalho ""Desmantelamento de políticas: aspectos obrigatórios e estratégias dos atores envolvidos"", no workshop Desmantelamento de Políticas: vinculando processos e impacto, em Guadalajara/México, no período de 24 a 29 de junho de 2024, incluído trânsito, com ônus limitado."
PORTARIA DIDES Nº 77, DE 14 DE MAIO DE 2024Nº 77;;;Art. 1º Conceder pensão a Haydee Batista Amaral, na qualidade de cônjuge do ex-servidor José Amaral Sobrinho, ocupante do cargo Técnico de Planejamento e Pesquisa - Quadro Suplementar, matricula Siape XX450XX, do quadro de pessoal deste Instituto de Pesquisa Econômica Aplicada, falecido na inatividade, em 29 de abril de 2024, com fundamento no inciso I do art. 3º da Portaria SGP/SEDGG/ME Nº 4645, de 24 de maio de 2022, c/c o art. 217 da Lei nº 8.112, de 11 de dezembro de 1990, e art. 23 da Emenda Constitucional nº 103, de 12 de novembro de 2019.
PORTARIA DIDES Nº 77, DE 14 DE MAIO DE 2024Nº 4645;;;Art. 2º Os efeitos desta Portaria entram em vigor em 29 de abril de 2024, data do óbito.
PORTARIA IPEA Nº 83, DE 14 DE MAIO DE 2024Nº 83;;;Autorizar o Afastamento do País do servidor Rafael Henrique Morais Pereira , ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Coordenadoria Geral de Ciência de Dados e Tecnologia da Informação (Cgdti), matrícula Siape nº XX017XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar da AGILE Conference 2024 organizado pela Association of Geographic Information Laboratories in Europe (AGILE), em Glasgow/Reino Unido, no período de 01 a 09 de junho de 2024, incluído trânsito, com ônus limitado.
DESPACHO DE 15 DE MAIO DE 2024Nº 1;;;TORNAR SEM EFEITO, o despacho publicado no DOU de 2024-04-25, Seção 2, página 28, referente ao afastamento do país do servidor MARIA TALITA FLEIG, PROFESSOR ENSINO BÁSICO, TÉCNICO E TECNOLÓGICO do UNIDADE DE EDUCAÇÃO INFANTIL IPÊ AMARELO, matrícula SIAPE n. 2381031.
PORTARIA IPEA Nº 86, DE 14 DE MAIO DE 2024Nº 86;;;Art. 1º Fica instituída a Banca Examinadora do Concurso Público para avaliação multiprofissional, exclusivamente para os candidatos que se declararam com deficiência inscritos na cidade de Porto Alegre, em atendimento ao disposto no subitem 3.2.1.1 do Edital Retificador n.º 4/IPEA, de 2 de janeiro de 2024.
PORTARIAS DE 16 DE MAIO DE 2024Nº 511;['SIAPE nº 3145244'];;Nº 511 Art. 1º DESIGNAR para exercer a Função (FG-02) de Secretário(a) da Vice-Reitoria, o(a) servidor(a) ELISANGELA DE FREITAS MARIANO, do Quadro Único de Pessoal desta Universidade, Matrícula SIAPE nº 3145244, a partir de 16/05/2024, conforme Ofício Interno nº 161/2024/GR/UFRPE, de 16/05/2024, constante no processo mencionado. (Processo UFRPE nº 23082.011499/2024-07)
PORTARIAS DE 16 DE MAIO DE 2024Nº 512;['SIAPE nº 1693529'];;Nº 512 Art. 1º DESIGNAR para exercer a Função (FG-02) de Coordenador(a) do Núcleo de Acessibilidade, o(a) servidor(a) KARLA GISELLI DE OLIVEIRA BEZERRA, do Quadro Único de Pessoal desta Universidade, Matrícula SIAPE nº 1693529, a partir de 16/05/2024, conforme Ofício Interno nº 154/2024/GR/UFRPE, de 16/05/2024, constante no processo mencionado.
PORTARIAS DE 16 DE MAIO DE 2024Nº 514;;;Art. 2º Em decorrência, a partir da mesma data, revogar os efeitos da Portaria GR/UFRPE nº 791/2022, de 20/07/2022, publicada no Diário Oficial da União de 21/07/2022, Seção 02, página 29. (Processo UFRPE nº 23082.011513/2024-64)
PORTARIAS DE 16 DE MAIO DE 2024Nº 515;['SIAPE nº 1689411'];;Nº 514 Art. 1º DESIGNAR para exercer a Função (FG-02) de Secretário(a) do(a) Reitor(a), o(a) servidor(a) SILVIA PATRICIA DA SILVA CARVALHO, do Quadro Único de Pessoal desta Universidade, Matrícula SIAPE nº 1689411, a partir de 16/05/2024, conforme Ofício Interno nº 162/2024/GR/UFRPE, de 16/05/2024, constante no processo mencionado. (Processo UFRPE nº 23082.011488/2024-19)
PORTARIAS DE 16 DE MAIO DE 2024Nº 516;['SIAPE nº 1640536'];;Nº 515 Art. 1º DESIGNAR para exercer a Função (FG-03) de Diretor(a) do Instituto Menino Miguel - IMM, o(a) servidor(a) HUGO MONTEIRO FERREIRA, do Quadro Único de Pessoal desta Universidade, Matrícula SIAPE nº 1640536, a partir de 16/05/2024, conforme Ofício Interno nº 155/2024/GR/UFRPE, de 16/05/2024, constante no processo mencionado.
PORTARIAS DE 16 DE MAIO DE 2024Nº 517;;;Art. 2º Em decorrência, a partir da mesma data, revogar os efeitos da Portaria GR/UFRPE nº 214/2023, de 03/03/2023, publicada no Diário Oficial da União de 06/03/2023, Seção 02, página 31. (Processo UFRPE nº 23082.011514/2024-17)
PORTARIAS DE 16 DE MAIO DE 2024Nº 518;['SIAPE nº 1871315'];;Nº 516 Art. 1º DESIGNAR para exercer o Cargo de Direção (CD-03) de Diretor(a) do Instituto de Inovação, Pesquisa, Empreendedorismo, Internacionalização e Relações Institucionais - IPÊ, o(a) servidor(a) ROBSON WAGNER ALBUQUERQUE DE MEDEIROS, do Quadro Único de Pessoal desta IFES, Matrícula SIAPE nº 1871315, a partir de 16/05/2024, conforme Ofício Interno nº 160/2024/GR/UFRPE, de 16/05/2024, constante no Processo mencionado. (Processo UFRPE nº 23082.011496/2024-65)
